faculty,date,start_time,duration_min,subject,instructor,room,group,type,status
"IwIKs4","2026-03-24","19:45","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","P2","laboratoria","aktywne"
"IwIKs4","2026-03-25","09:15","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek3","laboratoria","aktywne"
"IwIKs4","2026-03-25","11:00","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek2","laboratoria","aktywne"
"IwIKs4","2026-03-25","12:45","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek1","laboratoria","aktywne"
"IwIKs4","2026-03-25","14:30","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","A3","W","wykład","aktywne"
"IwIKs4","2026-03-25","16:15","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk2","laboratoria","aktywne"
"IwIKs4","2026-03-25","18:00","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk3","laboratoria","aktywne"
"IwIKs4","2026-03-25","19:45","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk4","laboratoria","aktywne"
"IwIKs4","2026-03-26","07:30","135","Sieci komputerowe","mgr inż. G. Nowakowski","202","L3","laboratoria","aktywne"
"IwIKs4","2026-03-26","07:30","135","Mikroprocesory i mikrokontrolery","dr inż. A. Drwal","06","L1","laboratoria","aktywne"
"IwIKs4","2026-03-26","10:00","135","Sieci komputerowe","mgr inż. G. Nowakowski","202","L2","laboratoria","aktywne"
"IwIKs4","2026-03-26","10:00","135","Sieci komputerowe","dr inż. P. Król","19","L1","laboratoria","aktywne"
"IwIKs4","2026-03-26","10:00","135","Mikroprocesory i mikrokontrolery","dr inż. K. Suchenia","101B","L3","laboratoria","aktywne"
"IwIKs4","2026-03-26","12:30","135","Sieci komputerowe","mgr inż. G. Nowakowski","202","L4","laboratoria","aktywne"
"IwIKs4","2026-03-26","12:30","135","Mikroprocesory i mikrokontrolery","dr inż. K. Suchenia","101B","L2","laboratoria","aktywne"
"IwIKs4","2026-03-26","15:00","90","Mikroprocesory i mikrokontrolery","dr inż. K. Suchenia","A3","W","wykład","aktywne"
"IwIKs4","2026-03-27","07:30","90","Podstawy baz danych","dr inż. J. Strug","A2","W","wykład","aktywne"
"IwIKs4","2026-03-27","09:15","90","Podstawy baz danych","dr inż. J. Strug","18","P1","laboratoria","aktywne"
"IwIKs4","2026-03-27","11:00","90","Podstawy baz danych","dr inż. J. Strug","18","P3","laboratoria","aktywne"
"IwIKs4","2026-03-27","12:45","90","Sieci komputerowe","dr inż. P. Król","A2","W","wykład","aktywne"
"IwIKs4","2026-03-30","09:15","90","Sieci komputerowe","mgr inż. K. Kiełkowicz","A4","W","wykład","aktywne"
"IwIKs4","2026-03-30","11:00","135","Sieci komputerowe","mgr inż. K. Kiełkowicz","202","L6","laboratoria","aktywne"
"IwIKs4","2026-03-30","11:00","135","Mikroprocesory i mikrokontrolery","mgr inż. M. Raźny","208E","L4","laboratoria","aktywne"
"IwIKs4","2026-03-30","13:30","135","Sieci komputerowe","mgr inż. K. Kiełkowicz","202","L5","laboratoria","aktywne"
"IwIKs4","2026-03-30","14:30","90","Mikroprocesory i mikrokontrolery","dr inż. S. Żaba","06","L6","laboratoria","aktywne"
"IwIKs4","2026-03-30","16:15","90","Mikroprocesory i mikrokontrolery","dr inż. S. Żaba","06","L5","laboratoria","aktywne"
"IwIKs4","2026-03-31","07:30","90","Podstawy baz danych","dr inż. J. Strug","19","Lk1","laboratoria","aktywne"
"IwIKs4","2026-03-31","07:30","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk2","laboratoria","aktywne"
"IwIKs4","2026-03-31","09:15","90","Podstawy baz danych","dr inż. J. Strug","19","Lk2","laboratoria","aktywne"
"IwIKs4","2026-03-31","09:15","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk3","laboratoria","aktywne"
"IwIKs4","2026-03-31","11:00","90","Podstawy baz danych","dr inż. J. Strug","19","Lk3","laboratoria","aktywne"
"IwIKs4","2026-03-31","11:00","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk4","laboratoria","aktywne"
"IwIKs4","2026-03-31","12:45","90","Podstawy baz danych","dr inż. J. Strug","19","Lk4","laboratoria","aktywne"
"IwIKs4","2026-03-31","12:45","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk1","laboratoria","aktywne"
"IwIKs4","2026-03-31","14:30","90","Programowanie w języku JAVA","dr inż. S. Bąk","A3","W","wykład","aktywne"
"IwIKs4","2026-03-31","16:15","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk1","laboratoria","aktywne"
"IwIKs4","2026-03-31","18:00","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","P3","laboratoria","aktywne"
"IwIKs4","2026-03-31","19:45","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","P1","laboratoria","aktywne"
"IwIKs4","2026-04-01","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"IwIKs4","2026-04-02","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"IwIKs4","2026-04-03","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"IwIKs4","2026-04-04","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"IwIKs4","2026-04-05","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"IwIKs4","2026-04-06","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"IwIKs4","2026-04-07","07:00","900","Przerwa świąteczna","Brak","-","Wszystkie grupy","święto","wolne"
"IwIKs4","2026-04-08","09:15","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek3","laboratoria","aktywne"
"IwIKs4","2026-04-08","11:00","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek2","laboratoria","aktywne"
"IwIKs4","2026-04-08","12:45","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek1","laboratoria","aktywne"
"IwIKs4","2026-04-08","14:30","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","A3","W","wykład","aktywne"
"IwIKs4","2026-04-08","16:15","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk2","laboratoria","aktywne"
"IwIKs4","2026-04-08","18:00","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk3","laboratoria","aktywne"
"IwIKs4","2026-04-08","19:45","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk4","laboratoria","aktywne"
"IwIKs4","2026-04-09","07:30","135","Sieci komputerowe","mgr inż. G. Nowakowski","202","L3","laboratoria","aktywne"
"IwIKs4","2026-04-09","07:30","135","Mikroprocesory i mikrokontrolery","dr inż. A. Drwal","06","L1","laboratoria","aktywne"
"IwIKs4","2026-04-09","10:00","135","Sieci komputerowe","mgr inż. G. Nowakowski","202","L2","laboratoria","aktywne"
"IwIKs4","2026-04-09","10:00","135","Sieci komputerowe","dr inż. P. Król","19","L1","laboratoria","aktywne"
"IwIKs4","2026-04-09","10:00","135","Mikroprocesory i mikrokontrolery","dr inż. K. Suchenia","101B","L3","laboratoria","aktywne"
"IwIKs4","2026-04-09","12:30","135","Sieci komputerowe","mgr inż. G. Nowakowski","202","L4","laboratoria","aktywne"
"IwIKs4","2026-04-09","12:30","135","Mikroprocesory i mikrokontrolery","dr inż. K. Suchenia","101B","L2","laboratoria","aktywne"
"IwIKs4","2026-04-09","15:00","90","Mikroprocesory i mikrokontrolery","dr inż. K. Suchenia","A3","W","wykład","aktywne"
"IwIKs4","2026-04-10","07:30","90","Podstawy baz danych","dr inż. J. Strug","A2","W","wykład","aktywne"
"IwIKs4","2026-04-10","09:15","90","Podstawy baz danych","dr inż. J. Strug","18","P1","laboratoria","aktywne"
"IwIKs4","2026-04-10","11:00","90","Podstawy baz danych","dr inż. J. Strug","18","P3","laboratoria","aktywne"
"IwIKs4","2026-04-10","12:45","90","Sieci komputerowe","dr inż. P. Król","A2","W","wykład","aktywne"
"IwIKs4","2026-04-13","09:15","90","Sieci komputerowe","mgr inż. K. Kiełkowicz","A4","W","wykład","aktywne"
"IwIKs4","2026-04-13","11:00","135","Sieci komputerowe","mgr inż. K. Kiełkowicz","202","L6","laboratoria","aktywne"
"IwIKs4","2026-04-13","11:00","135","Mikroprocesory i mikrokontrolery","mgr inż. M. Raźny","208E","L4","laboratoria","aktywne"
"IwIKs4","2026-04-13","13:30","135","Sieci komputerowe","mgr inż. K. Kiełkowicz","202","L5","laboratoria","aktywne"
"IwIKs4","2026-04-13","14:30","90","Mikroprocesory i mikrokontrolery","dr inż. S. Żaba","06","L6","laboratoria","aktywne"
"IwIKs4","2026-04-13","16:15","90","Mikroprocesory i mikrokontrolery","dr inż. S. Żaba","06","L5","laboratoria","aktywne"
"IwIKs4","2026-04-14","07:30","90","Podstawy baz danych","dr inż. J. Strug","19","Lk1","laboratoria","aktywne"
"IwIKs4","2026-04-14","07:30","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk2","laboratoria","aktywne"
"IwIKs4","2026-04-14","09:15","90","Podstawy baz danych","dr inż. J. Strug","19","Lk2","laboratoria","aktywne"
"IwIKs4","2026-04-14","09:15","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk3","laboratoria","aktywne"
"IwIKs4","2026-04-14","11:00","90","Podstawy baz danych","dr inż. J. Strug","19","Lk3","laboratoria","aktywne"
"IwIKs4","2026-04-14","11:00","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk4","laboratoria","aktywne"
"IwIKs4","2026-04-14","12:45","90","Podstawy baz danych","dr inż. J. Strug","19","Lk4","laboratoria","aktywne"
"IwIKs4","2026-04-14","12:45","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk1","laboratoria","aktywne"
"IwIKs4","2026-04-14","14:30","90","Programowanie w języku JAVA","dr inż. S. Bąk","A3","W","wykład","aktywne"
"IwIKs4","2026-04-14","16:15","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk1","laboratoria","aktywne"
"IwIKs4","2026-04-14","18:00","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","P3","laboratoria","aktywne"
"IwIKs4","2026-04-14","19:45","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","P1","laboratoria","aktywne"
"IwIKs4","2026-04-15","09:15","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek3","laboratoria","aktywne"
"IwIKs4","2026-04-15","11:00","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek2","laboratoria","aktywne"
"IwIKs4","2026-04-15","12:45","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek1","laboratoria","aktywne"
"IwIKs4","2026-04-15","14:30","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","A3","W","wykład","aktywne"
"IwIKs4","2026-04-15","16:15","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk2","laboratoria","aktywne"
"IwIKs4","2026-04-15","18:00","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk3","laboratoria","aktywne"
"IwIKs4","2026-04-15","19:45","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk4","laboratoria","aktywne"
"IwIKs4","2026-04-16","07:30","135","Sieci komputerowe","mgr inż. G. Nowakowski","202","L3","laboratoria","aktywne"
"IwIKs4","2026-04-16","07:30","135","Mikroprocesory i mikrokontrolery","dr inż. A. Drwal","06","L1","laboratoria","aktywne"
"IwIKs4","2026-04-16","10:00","135","Sieci komputerowe","mgr inż. G. Nowakowski","202","L2","laboratoria","aktywne"
"IwIKs4","2026-04-16","10:00","135","Sieci komputerowe","dr inż. P. Król","19","L1","laboratoria","aktywne"
"IwIKs4","2026-04-16","10:00","135","Mikroprocesory i mikrokontrolery","dr inż. K. Suchenia","101B","L3","laboratoria","aktywne"
"IwIKs4","2026-04-16","12:30","135","Sieci komputerowe","mgr inż. G. Nowakowski","202","L4","laboratoria","aktywne"
"IwIKs4","2026-04-16","12:30","135","Mikroprocesory i mikrokontrolery","dr inż. K. Suchenia","101B","L2","laboratoria","aktywne"
"IwIKs4","2026-04-16","15:00","90","Mikroprocesory i mikrokontrolery","dr inż. K. Suchenia","A3","W","wykład","aktywne"
"IwIKs4","2026-04-17","07:30","90","Podstawy baz danych","dr inż. J. Strug","A2","W","wykład","aktywne"
"IwIKs4","2026-04-17","09:15","90","Podstawy baz danych","dr inż. J. Strug","18","P2","laboratoria","aktywne"
"IwIKs4","2026-04-17","11:00","90","Podstawy baz danych","dr inż. J. Strug","18","P4","laboratoria","aktywne"
"IwIKs4","2026-04-17","12:45","90","Sieci komputerowe","dr inż. P. Król","A2","W","wykład","aktywne"
"IwIKs4","2026-04-20","09:15","90","Sieci komputerowe","mgr inż. K. Kiełkowicz","A4","W","wykład","aktywne"
"IwIKs4","2026-04-20","11:00","135","Sieci komputerowe","mgr inż. K. Kiełkowicz","202","L6","laboratoria","aktywne"
"IwIKs4","2026-04-20","11:00","135","Mikroprocesory i mikrokontrolery","mgr inż. M. Raźny","208E","L4","laboratoria","aktywne"
"IwIKs4","2026-04-20","13:30","135","Sieci komputerowe","mgr inż. K. Kiełkowicz","202","L5","laboratoria","aktywne"
"IwIKs4","2026-04-20","14:30","90","Mikroprocesory i mikrokontrolery","dr inż. S. Żaba","06","L6","laboratoria","aktywne"
"IwIKs4","2026-04-20","16:15","90","Mikroprocesory i mikrokontrolery","dr inż. S. Żaba","06","L5","laboratoria","aktywne"
"IwIKs4","2026-04-20","18:00","90","Mikroprocesory i mikrokontrolery","dr inż. S. Żaba","06","P4","laboratoria","aktywne"
"IwIKs4","2026-04-21","07:30","90","Podstawy baz danych","dr inż. J. Strug","19","Lk1","laboratoria","aktywne"
"IwIKs4","2026-04-21","07:30","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk2","laboratoria","aktywne"
"IwIKs4","2026-04-21","09:15","90","Podstawy baz danych","dr inż. J. Strug","19","Lk2","laboratoria","aktywne"
"IwIKs4","2026-04-21","09:15","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk3","laboratoria","aktywne"
"IwIKs4","2026-04-21","11:00","90","Podstawy baz danych","dr inż. J. Strug","19","Lk3","laboratoria","aktywne"
"IwIKs4","2026-04-21","11:00","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk4","laboratoria","aktywne"
"IwIKs4","2026-04-21","12:45","90","Podstawy baz danych","dr inż. J. Strug","19","Lk4","laboratoria","aktywne"
"IwIKs4","2026-04-21","12:45","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk1","laboratoria","aktywne"
"IwIKs4","2026-04-21","14:30","90","Programowanie w języku JAVA","dr inż. S. Bąk","A3","W","wykład","aktywne"
"IwIKs4","2026-04-21","16:15","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk1","laboratoria","aktywne"
"IwIKs4","2026-04-21","18:00","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","P4","laboratoria","aktywne"
"IwIKs4","2026-04-21","19:45","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","P2","laboratoria","aktywne"
"IwIKs4","2026-04-22","09:15","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek3","laboratoria","aktywne"
"IwIKs4","2026-04-22","11:00","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek2","laboratoria","aktywne"
"IwIKs4","2026-04-22","12:45","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek1","laboratoria","aktywne"
"IwIKs4","2026-04-22","14:30","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","A3","W","wykład","aktywne"
"IwIKs4","2026-04-22","16:15","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk2","laboratoria","aktywne"
"IwIKs4","2026-04-22","18:00","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk3","laboratoria","aktywne"
"IwIKs4","2026-04-22","19:45","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk4","laboratoria","aktywne"
"IwIKs4","2026-04-23","07:30","135","Sieci komputerowe","mgr inż. G. Nowakowski","202","L3","laboratoria","aktywne"
"IwIKs4","2026-04-23","07:30","135","Mikroprocesory i mikrokontrolery","dr inż. A. Drwal","06","L1","laboratoria","aktywne"
"IwIKs4","2026-04-23","10:00","135","Sieci komputerowe","mgr inż. G. Nowakowski","202","L2","laboratoria","aktywne"
"IwIKs4","2026-04-23","10:00","135","Sieci komputerowe","dr inż. P. Król","19","L1","laboratoria","aktywne"
"IwIKs4","2026-04-23","10:00","135","Mikroprocesory i mikrokontrolery","dr inż. K. Suchenia","101B","L3","laboratoria","aktywne"
"IwIKs4","2026-04-23","12:30","135","Sieci komputerowe","mgr inż. G. Nowakowski","202","L4","laboratoria","aktywne"
"IwIKs4","2026-04-23","12:30","135","Mikroprocesory i mikrokontrolery","dr inż. K. Suchenia","101B","L2","laboratoria","aktywne"
"IwIKs4","2026-04-23","15:00","90","Mikroprocesory i mikrokontrolery","dr inż. K. Suchenia","A3","W","wykład","aktywne"
"IwIKs4","2026-04-24","07:30","90","Podstawy baz danych","dr inż. J. Strug","A2","W","wykład","aktywne"
"IwIKs4","2026-04-24","09:15","90","Podstawy baz danych","dr inż. J. Strug","18","P1","laboratoria","aktywne"
"IwIKs4","2026-04-24","11:00","90","Podstawy baz danych","dr inż. J. Strug","18","P3","laboratoria","aktywne"
"IwIKs4","2026-04-24","12:45","90","Sieci komputerowe","dr inż. P. Król","A2","W","wykład","aktywne"
"IwIKs4","2026-04-27","09:15","90","Sieci komputerowe","mgr inż. K. Kiełkowicz","A4","W","wykład","aktywne"
"IwIKs4","2026-04-27","11:00","135","Sieci komputerowe","mgr inż. K. Kiełkowicz","202","L6","laboratoria","aktywne"
"IwIKs4","2026-04-27","11:00","135","Mikroprocesory i mikrokontrolery","mgr inż. M. Raźny","208E","L4","laboratoria","aktywne"
"IwIKs4","2026-04-27","13:30","135","Sieci komputerowe","mgr inż. K. Kiełkowicz","202","L5","laboratoria","aktywne"
"IwIKs4","2026-04-27","14:30","90","Mikroprocesory i mikrokontrolery","dr inż. S. Żaba","06","L6","laboratoria","aktywne"
"IwIKs4","2026-04-27","16:15","90","Mikroprocesory i mikrokontrolery","dr inż. S. Żaba","06","L5","laboratoria","aktywne"
"IwIKs4","2026-04-28","07:30","90","Podstawy baz danych","dr inż. J. Strug","19","Lk1","laboratoria","aktywne"
"IwIKs4","2026-04-28","07:30","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk2","laboratoria","aktywne"
"IwIKs4","2026-04-28","09:15","90","Podstawy baz danych","dr inż. J. Strug","19","Lk2","laboratoria","aktywne"
"IwIKs4","2026-04-28","09:15","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk3","laboratoria","aktywne"
"IwIKs4","2026-04-28","11:00","90","Podstawy baz danych","dr inż. J. Strug","19","Lk3","laboratoria","aktywne"
"IwIKs4","2026-04-28","11:00","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk4","laboratoria","aktywne"
"IwIKs4","2026-04-28","12:45","90","Podstawy baz danych","dr inż. J. Strug","19","Lk4","laboratoria","aktywne"
"IwIKs4","2026-04-28","12:45","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk1","laboratoria","aktywne"
"IwIKs4","2026-04-28","14:30","90","Programowanie w języku JAVA","dr inż. S. Bąk","A3","W","wykład","aktywne"
"IwIKs4","2026-04-28","16:15","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk1","laboratoria","aktywne"
"IwIKs4","2026-04-28","18:00","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","P3","laboratoria","aktywne"
"IwIKs4","2026-04-28","19:45","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","P1","laboratoria","aktywne"
"IwIKs4","2026-04-29","09:15","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek3","laboratoria","aktywne"
"IwIKs4","2026-04-29","11:00","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek2","laboratoria","aktywne"
"IwIKs4","2026-04-29","12:45","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek1","laboratoria","aktywne"
"IwIKs4","2026-04-29","14:30","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","A3","W","wykład","aktywne"
"IwIKs4","2026-04-29","16:15","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk2","laboratoria","aktywne"
"IwIKs4","2026-04-29","18:00","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk3","laboratoria","aktywne"
"IwIKs4","2026-04-29","19:45","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk4","laboratoria","aktywne"
"IwIKs4","2026-04-30","07:30","135","Sieci komputerowe","mgr inż. G. Nowakowski","202","L3","laboratoria","aktywne"
"IwIKs4","2026-04-30","07:30","135","Mikroprocesory i mikrokontrolery","dr inż. A. Drwal","06","L1","laboratoria","aktywne"
"IwIKs4","2026-04-30","10:00","135","Sieci komputerowe","mgr inż. G. Nowakowski","202","L2","laboratoria","aktywne"
"IwIKs4","2026-04-30","10:00","135","Sieci komputerowe","dr inż. P. Król","19","L1","laboratoria","aktywne"
"IwIKs4","2026-04-30","10:00","135","Mikroprocesory i mikrokontrolery","dr inż. K. Suchenia","101B","L3","laboratoria","aktywne"
"IwIKs4","2026-04-30","12:30","135","Sieci komputerowe","mgr inż. G. Nowakowski","202","L4","laboratoria","aktywne"
"IwIKs4","2026-04-30","12:30","135","Mikroprocesory i mikrokontrolery","dr inż. K. Suchenia","101B","L2","laboratoria","aktywne"
"IwIKs4","2026-04-30","15:00","90","Mikroprocesory i mikrokontrolery","dr inż. K. Suchenia","A3","W","wykład","aktywne"
"IwIKs4","2026-05-01","07:00","900","Majówka","Brak","-","Wszystkie grupy","święto","wolne"
"IwIKs4","2026-05-02","07:00","900","Majówka","Brak","-","Wszystkie grupy","święto","wolne"
"IwIKs4","2026-05-03","07:00","900","Majówka","Brak","-","Wszystkie grupy","święto","wolne"
"IwIKs4","2026-05-04","07:00","900","Majówka","Brak","-","Wszystkie grupy","święto","wolne"
"IwIKs4","2026-05-05","07:30","90","Podstawy baz danych","dr inż. J. Strug","19","Lk1","laboratoria","aktywne"
"IwIKs4","2026-05-05","07:30","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk2","laboratoria","aktywne"
"IwIKs4","2026-05-05","09:15","90","Podstawy baz danych","dr inż. J. Strug","19","Lk2","laboratoria","aktywne"
"IwIKs4","2026-05-05","09:15","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk3","laboratoria","aktywne"
"IwIKs4","2026-05-05","11:00","90","Podstawy baz danych","dr inż. J. Strug","19","Lk3","laboratoria","aktywne"
"IwIKs4","2026-05-05","11:00","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk4","laboratoria","aktywne"
"IwIKs4","2026-05-05","12:45","90","Podstawy baz danych","dr inż. J. Strug","19","Lk4","laboratoria","aktywne"
"IwIKs4","2026-05-05","12:45","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","201","Lk1","laboratoria","aktywne"
"IwIKs4","2026-05-05","14:30","90","Programowanie w języku JAVA","dr inż. S. Bąk","A3","W","wykład","aktywne"
"IwIKs4","2026-05-05","16:15","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk1","laboratoria","aktywne"
"IwIKs4","2026-05-05","18:00","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","P4","laboratoria","aktywne"
"IwIKs4","2026-05-05","19:45","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","P2","laboratoria","aktywne"
"IwIKs4","2026-05-06","09:15","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek3","laboratoria","aktywne"
"IwIKs4","2026-05-06","11:00","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek2","laboratoria","aktywne"
"IwIKs4","2026-05-06","12:45","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek1","laboratoria","aktywne"
"IwIKs4","2026-05-06","14:30","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","A3","W","wykład","aktywne"
"IwIKs4","2026-05-06","16:15","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk2","laboratoria","aktywne"
"IwIKs4","2026-05-06","18:00","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk3","laboratoria","aktywne"
"IwIKs4","2026-05-06","19:45","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk4","laboratoria","aktywne"
"IwIKs4","2026-05-07","07:30","135","Sieci komputerowe","mgr inż. G. Nowakowski","202","L3","laboratoria","aktywne"
"IwIKs4","2026-05-07","07:30","135","Mikroprocesory i mikrokontrolery","dr inż. A. Drwal","06","L1","laboratoria","aktywne"
"IwIKs4","2026-05-07","10:00","135","Sieci komputerowe","mgr inż. G. Nowakowski","202","L2","laboratoria","aktywne"
"IwIKs4","2026-05-07","10:00","135","Sieci komputerowe","dr inż. P. Król","19","L1","laboratoria","aktywne"
"IwIKs4","2026-05-07","10:00","135","Mikroprocesory i mikrokontrolery","dr inż. K. Suchenia","101B","L3","laboratoria","aktywne"
"IwIKs4","2026-05-07","12:30","135","Sieci komputerowe","mgr inż. G. Nowakowski","202","L4","laboratoria","aktywne"
"IwIKs4","2026-05-07","12:30","135","Mikroprocesory i mikrokontrolery","dr inż. K. Suchenia","101B","L2","laboratoria","aktywne"
"IwIKs4","2026-05-07","15:00","90","Mikroprocesory i mikrokontrolery","dr inż. K. Suchenia","A3","W","wykład","aktywne"
"IwIKs4","2026-05-08","07:30","90","Podstawy baz danych","dr inż. J. Strug","A2","W","wykład","aktywne"
"IwIKs4","2026-05-08","09:15","90","Podstawy baz danych","dr inż. J. Strug","18","P1","laboratoria","aktywne"
"IwIKs4","2026-05-08","11:00","90","Podstawy baz danych","dr inż. J. Strug","18","P3","laboratoria","aktywne"
"IwIKs4","2026-05-08","12:45","90","Sieci komputerowe","dr inż. P. Król","A2","W","wykład","aktywne"
"IwIKs4","2026-05-11","09:15","90","Sieci komputerowe","mgr inż. K. Kiełkowicz","A4","W","wykład","aktywne"
"IwIKs4","2026-05-11","11:00","135","Sieci komputerowe","mgr inż. K. Kiełkowicz","202","L6","laboratoria","aktywne"
"IwIKs4","2026-05-11","11:00","135","Mikroprocesory i mikrokontrolery","mgr inż. M. Raźny","208E","L4","laboratoria","aktywne"
"IwIKs4","2026-05-11","13:30","135","Sieci komputerowe","mgr inż. K. Kiełkowicz","202","L5","laboratoria","aktywne"
"IwIKs4","2026-05-11","14:30","90","Mikroprocesory i mikrokontrolery","dr inż. S. Żaba","06","L6","laboratoria","aktywne"
"IwIKs4","2026-05-11","16:15","90","Mikroprocesory i mikrokontrolery","dr inż. S. Żaba","06","L5","laboratoria","aktywne"
"IwIKs4","2026-05-12","07:00","900","Święto Szkoły","Brak","-","Wszystkie grupy","święto","wolne"
"IwIKs4","2026-05-13","09:15","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek3","laboratoria","aktywne"
"IwIKs4","2026-05-13","11:00","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek2","laboratoria","aktywne"
"IwIKs4","2026-05-13","12:45","90","Język angielski","mgr A. Gunia-Tracz","108D","Lek1","laboratoria","aktywne"
"IwIKs4","2026-05-13","14:30","90","Programowanie technik pomiarowych","dr inż. M. Pawlik","A3","W","wykład","aktywne"
"IwIKs4","2026-05-13","16:15","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk2","laboratoria","aktywne"
"IwIKs4","2026-05-13","18:00","90","Programowanie w języku JAVA","dr inż. S. Bąk","201","Lk3","laboratoria","aktywne"
